t_rel_s,chamber_set_c,chamber_actual_c,chamber_on,GR07_rate_hz,GR06_rate_hz
1700.506,25.000,20.200,1,893688.129,139352.040
1701.499,25.000,20.293,1,894082.803,139498.990
1702.497,25.000,20.300,1,894608.513,139536.598
1703.495,25.000,20.390,1,895037.663,139535.355
1704.503,25.000,20.400,1,895128.273,139439.326
1705.506,25.000,20.481,1,895270.703,139402.169
1706.498,25.000,20.500,1,895663.416,139400.556
1707.494,25.000,20.567,1,896235.108,139430.083
1708.499,25.000,20.661,1,896774.319,139415.812
1709.494,25.000,20.700,1,897352.994,139622.525
1710.499,25.000,20.756,1,897608.621,139610.590
1711.505,25.000,20.800,1,897872.484,139507.962
1712.503,25.000,20.852,1,898163.746,139591.211
1713.502,25.000,20.900,1,898502.693,139620.088
1714.507,25.000,20.941,1,898844.694,139765.549
1715.506,25.000,21.035,1,899470.838,139970.006
1716.503,25.000,21.100,1,899366.623,139985.961
1717.496,25.000,21.121,1,899675.649,139993.436
1718.489,25.000,21.200,1,900111.854,140042.199
1719.500,25.000,21.217,1,900139.143,140056.549
1720.500,25.000,21.311,1,900681.688,140113.610
1721.502,25.000,21.400,1,900777.111,139881.599
1722.497,25.000,21.405,1,900888.571,139893.939
1723.507,25.000,21.500,1,901021.463,139974.358
1724.497,25.000,21.598,1,901040.859,140058.888
1725.497,25.000,21.602,1,901054.228,140116.150
1726.501,25.000,21.700,1,901112.540,140054.194
1727.496,25.000,21.700,1,901185.403,140084.522
1728.499,25.000,21.796,1,901234.512,140278.283
1729.492,25.000,21.884,1,901267.382,140388.744
1730.497,25.000,21.900,1,901310.995,140497.666
1731.494,25.000,21.980,1,901348.338,140525.382
1732.505,25.000,22.074,1,901398.799,140545.555
1733.502,25.000,22.100,1,901412.509,140434.110
1734.504,25.000,22.173,1,901421.507,140397.962
1735.509,25.000,22.260,1,901420.778,140449.336
1736.501,25.000,22.300,1,901422.247,140455.605
1737.498,25.000,22.354,1,901445.017,140488.745
1738.493,25.000,22.454,1,901455.486,140612.473
1739.494,25.000,22.500,1,901488.032,140791.673
1740.494,25.000,22.550,1,901503.800,140835.995
1741.501,25.000,22.600,1,901548.972,140901.291
1742.502,25.000,22.633,1,901569.713,140958.071
1743.506,25.000,22.732,1,901646.562,140896.035
1744.500,25.000,22.800,1,901707.739,140727.612
1745.479,25.000,22.824,1,901777.596,140860.512
1746.506,25.000,22.920,1,901840.237,140867.323
1747.506,25.000,23.000,1,901943.518,140930.603
1748.496,25.000,23.017,1,902073.306,140962.318
1749.508,25.000,23.114,1,902137.731,140893.489
1750.504,25.000,23.200,1,902299.698,141123.982
1751.504,25.000,23.200,1,902394.581,141145.838
1752.504,25.000,23.297,1,902552.389,140957.533
1753.498,25.000,23.300,1,902733.195,140968.152
1754.493,25.000,23.300,1,902753.598,141145.523
1755.500,25.000,23.389,1,903069.049,141318.563
1756.502,25.000,23.400,1,903169.832,141106.419
1757.505,25.000,23.484,1,903309.799,141051.456
1758.514,25.000,23.500,1,903666.695,141257.410
1759.503,25.000,23.574,1,903955.157,141403.926
1760.510,25.000,23.600,1,904053.491,141414.237
1761.499,25.000,23.668,1,904448.934,141432.532
1762.491,25.000,23.700,1,904608.591,141476.628
1763.498,25.000,23.762,1,904746.596,141519.807
1764.509,25.000,23.800,1,905015.195,141289.003
1765.501,25.000,23.858,1,905473.041,141510.920
1766.499,25.000,23.900,1,906072.466,141515.924
1767.504,25.000,23.956,1,906254.072,141561.170
1768.505,25.000,24.000,1,906420.177,141614.136
1769.499,25.000,24.039,1,906963.945,141656.631
1770.512,25.000,24.100,1,907417.760,141637.571
1771.503,25.000,24.134,1,907649.876,141694.153
1772.488,25.000,24.200,1,907877.790,141744.680
1773.494,25.000,24.230,1,908326.075,141751.908
1774.499,25.000,24.300,1,908512.138,141730.621
1775.497,25.000,24.315,1,908662.420,141709.634
1776.489,25.000,24.400,1,909140.356,141530.839
1777.492,25.000,24.411,1,909354.152,141636.210
1778.494,25.000,24.500,1,909704.561,141675.036
1779.494,25.000,24.500,1,909955.731,141598.243
1780.490,25.000,24.508,1,910100.619,141652.740
1781.492,25.000,24.600,1,910291.255,141674.742
1782.497,25.000,24.600,1,910460.751,141660.844
1783.495,25.000,24.696,1,910839.837,141920.488
1784.505,25.000,24.700,1,911093.742,142010.569
1785.496,25.000,24.795,1,911253.234,142022.189
1786.501,25.000,24.800,1,911369.514,142024.086
1787.495,25.000,24.800,1,911835.069,142022.765
1788.504,25.000,24.877,1,912184.984,142054.044
1789.504,25.000,24.900,1,912559.767,142071.060
1790.497,25.000,24.900,1,912508.054,141848.742
1791.502,25.000,24.961,1,912393.409,141851.502
1792.507,25.000,25.000,1,912437.909,141859.858
1793.487,25.000,25.000,1,912533.376,141944.735
1794.493,25.000,25.050,1,912683.845,142160.328
1795.510,25.000,25.100,1,912836.332,142151.768
1796.496,25.000,25.143,1,913042.153,142176.693
1797.491,25.000,25.200,1,912951.310,142207.849
1798.504,25.000,25.200,1,913076.295,142025.482
1799.513,25.000,25.200,1,913167.813,142224.879
1800.505,25.000,25.228,1,913314.586,142286.878
1801.507,25.000,25.300,1,913336.889,142260.751
1802.500,25.000,25.300,1,913414.016,142259.097
1803.508,25.000,25.317,1,913435.052,142049.976
1804.498,25.000,25.400,1,913436.108,142202.410
1805.499,25.000,25.400,1,913435.047,142123.450
1806.498,25.000,25.400,1,913556.911,142101.080
1807.493,25.000,25.400,1,913565.222,142293.285
1808.500,25.000,25.498,1,913687.371,142166.781
1809.512,25.000,25.500,1,913627.909,142326.959
1810.499,25.000,25.500,1,913532.496,142114.348
1811.494,25.000,25.500,1,913559.551,142077.091
1812.500,25.000,25.587,1,913603.177,142130.685
1813.507,25.000,25.600,1,913611.312,142140.736
1814.494,25.000,25.600,1,913641.723,142275.967
1815.493,25.000,25.600,1,913678.017,142371.901
1816.502,25.000,25.600,1,913694.924,142278.032
1817.511,25.000,25.600,1,913745.751,142376.203
1818.511,25.000,25.662,1,913739.662,142430.710
1819.493,25.000,25.700,1,913784.777,142382.618
1820.494,25.000,25.700,1,913783.000,142398.832
1821.488,25.000,25.700,1,913775.716,142423.699
1822.496,25.000,25.700,1,913819.278,142265.017
1823.507,25.000,25.700,1,913770.264,142415.302
1824.503,25.000,25.700,1,913851.796,142411.013
1825.498,25.000,25.700,1,913735.943,142246.168
1826.499,25.000,25.700,1,913766.005,142401.076
1827.507,25.000,25.700,1,913751.325,142347.606
1828.497,25.000,25.700,1,913740.888,142388.936
1829.494,25.000,25.700,1,913676.105,142388.787
1830.497,25.000,25.700,1,913838.478,142374.088
1831.504,25.000,25.700,1,913893.783,142367.919
1832.506,25.000,25.700,1,913586.269,142254.148
1833.500,25.000,25.700,1,913667.666,142342.909
1834.509,25.000,25.700,1,913516.364,142365.228
1835.501,25.000,25.700,1,913545.859,142341.381
1836.493,25.000,25.700,1,913501.333,142304.327
1837.492,25.000,25.612,1,913505.311,142326.164
1838.504,25.000,25.600,1,913377.044,142328.610
1839.502,25.000,25.600,1,913142.831,142123.424
1840.497,25.000,25.600,1,913093.758,142271.447
1841.504,25.000,25.600,1,912974.292,142045.027
1842.504,25.000,25.600,1,913181.004,142014.515
1843.495,25.000,25.600,1,913123.834,142206.497
1844.500,25.000,25.528,1,913051.084,142267.887
1845.500,25.000,25.500,1,913016.817,142274.361
1846.509,25.000,25.500,1,913071.077,142252.991
1847.510,25.000,25.500,1,912838.367,142244.717
1848.494,25.000,25.500,1,912754.732,142180.047
1849.486,25.000,25.500,1,912548.192,142184.041
1850.497,25.000,25.454,1,912432.109,142155.882
1851.500,25.000,25.400,1,912656.716,141848.861
1852.487,25.000,25.400,1,912059.762,141895.790
1853.501,25.000,25.357,1,911999.813,142149.934
1854.503,25.000,25.300,1,912084.104,142090.542
1855.500,25.000,25.300,1,911779.515,141983.978
1856.506,25.000,25.262,1,911366.131,141783.885
1857.510,25.000,25.200,1,911271.079,141795.928
1858.488,25.000,25.200,1,911192.176,141780.111
1859.494,25.000,25.200,1,911040.890,142042.891
1860.506,25.000,25.200,1,910850.861,142049.925
1861.504,25.000,25.200,1,910993.242,142069.363
1862.496,25.000,25.194,1,910685.059,142041.129
1863.507,25.000,25.100,1,910280.138,141914.834
1864.491,25.000,25.100,1,910082.662,141767.819
1865.496,25.000,25.100,1,909814.782,141929.492
1866.499,25.000,25.100,1,909801.957,141913.828
1867.508,25.000,25.100,1,909649.989,141925.313
1868.506,25.000,25.100,1,909313.177,141937.291
1869.501,25.000,25.100,1,909240.916,141901.274
1870.507,25.000,25.100,1,909208.387,141903.763
1871.496,25.000,25.100,1,909228.374,141833.256
1872.488,25.000,25.037,1,908965.777,141892.027
1873.507,25.000,25.000,1,908918.879,141845.959
1874.497,25.000,25.000,1,908963.042,141860.717
1875.504,25.000,25.000,1,908912.270,141811.248
1876.490,25.000,25.000,1,908794.371,141818.096
1877.508,25.000,25.000,1,908976.653,141828.101
1878.503,25.000,25.000,1,908671.983,141817.538
1879.507,25.000,25.000,1,908576.160,141790.976
1880.498,25.000,25.000,1,908533.291,141840.047
1881.507,25.000,25.000,1,908767.891,141608.942
1882.504,25.000,25.000,1,908724.982,141646.986
1883.498,25.000,25.000,1,908330.879,141807.897
1884.508,25.000,25.000,1,908117.424,141802.894
1885.497,25.000,25.000,1,908042.994,141619.723
1886.503,25.000,25.000,1,908190.982,141583.072
1887.499,25.000,25.000,1,908138.030,141591.526
1888.493,25.000,25.000,1,907780.935,141704.586
1889.495,25.000,24.900,1,907720.858,141843.143
1890.507,25.000,24.900,1,907731.691,141824.990
1891.509,25.000,24.900,1,907641.032,141686.807
1892.486,25.000,24.900,1,907650.010,141798.361
1893.515,25.000,24.900,1,908214.944,141818.914
1894.508,25.000,24.900,1,907542.898,141847.050
1895.502,25.000,24.900,1,907527.799,141887.665
1896.506,25.000,24.900,1,907518.012,141826.981
1897.496,25.000,24.900,1,907355.735,141833.485
1898.500,25.000,24.900,1,907430.487,141770.569
1899.511,25.000,24.900,1,907170.696,141577.115
1900.497,25.000,24.900,1,907191.319,141753.209
1901.491,25.000,24.900,1,907185.143,141815.279
1902.483,25.000,24.900,1,907307.637,141766.777
1903.492,25.000,24.900,1,906961.751,141594.979
1904.498,25.000,24.900,1,906941.697,141540.596
1905.498,25.000,24.861,1,907159.031,141592.014
1906.502,25.000,24.800,1,907233.829,141708.235
1907.498,25.000,24.800,1,907272.161,141736.498
1908.493,25.000,24.800,1,907072.856,141707.943
1909.494,25.000,24.800,1,907222.238,141729.583
1910.494,25.000,24.800,1,907084.711,141710.356
1911.508,25.000,24.800,1,906927.212,141690.163
1912.482,25.000,24.800,1,906826.921,141678.598
1913.497,25.000,24.800,1,906612.931,141687.657
1914.492,25.000,24.800,1,906770.982,141656.593
1915.511,25.000,24.800,1,907018.835,141686.093
1916.488,25.000,24.800,1,907091.216,141707.990
1917.498,25.000,24.800,1,907089.800,141469.108
1918.515,25.000,24.800,1,906908.969,141412.858
1919.485,25.000,24.800,1,906696.716,141573.764
1920.497,25.000,24.721,1,906463.011,141644.321
1921.504,25.000,24.700,1,906225.143,141632.832
1922.509,25.000,24.700,1,905954.244,141547.112
1923.488,25.000,24.642,1,905744.961,141517.095
1924.501,25.000,24.600,1,905798.646,141585.419
1925.520,25.000,24.600,1,905664.628,141545.219
1926.497,25.000,24.547,1,905340.183,141546.457
1927.497,25.000,24.500,1,905106.767,141556.261
1928.500,25.000,24.500,1,905191.417,141556.157
1929.492,25.000,24.500,1,905046.587,141305.107
1930.484,25.000,24.460,1,905006.855,141312.650
1931.496,25.000,24.400,1,904887.481,141513.427
1932.504,25.000,24.400,1,904527.090,141485.257
1933.501,25.000,24.400,1,904621.268,141430.030
1934.498,25.000,24.400,1,904517.995,141247.246
1935.494,25.000,24.400,1,904478.819,141210.160
1936.507,25.000,24.400,1,904413.618,141338.860
1937.508,25.000,24.387,1,904188.672,141458.230
1938.497,25.000,24.300,1,904104.102,141473.426
1939.499,25.000,24.300,1,904305.111,141453.580
1940.492,25.000,24.300,1,904330.224,141447.849
1941.498,25.000,24.300,1,904167.793,141449.539
1942.493,25.000,24.300,1,904118.474,141456.269
1943.506,25.000,24.300,1,904138.747,141334.552
1944.501,25.000,24.300,1,904010.890,141178.936
1945.502,25.000,24.300,1,904073.163,141151.918
1946.485,25.000,24.300,1,904146.561,141215.199
1947.490,25.000,24.300,1,903993.999,141256.344
1948.496,30.000,24.300,1,903971.670,141294.269
1949.504,30.000,24.300,1,903988.064,141147.033
1950.509,30.000,24.300,1,903819.930,141180.558
1951.504,30.000,24.300,1,903936.300,141323.843
1952.503,30.000,24.300,1,903770.860,141358.301
1953.491,30.000,24.300,1,903807.718,141159.404
1954.503,30.000,24.300,1,904056.438,141266.833
1955.506,30.000,24.300,1,904073.384,141399.668
1956.495,30.000,24.300,1,903969.137,141395.140
1957.508,30.000,24.300,1,904059.801,141413.688
1958.507,30.000,24.300,1,903967.723,141306.810
1959.498,30.000,24.300,1,904055.999,141119.595
1960.496,30.000,24.300,1,904198.262,141351.477
1961.505,30.000,24.300,1,904113.167,141447.213
1962.502,30.000,24.300,1,903991.439,141477.746
1963.516,30.000,24.300,1,904116.586,141475.631
1964.495,30.000,24.300,1,904697.973,141494.782
1965.497,30.000,24.306,1,904956.363,141438.549
1966.495,30.000,24.400,1,904884.852,141520.652
1967.499,30.000,24.400,1,904695.773,141292.652
1968.507,30.000,24.400,1,904791.272,141383.079
1969.505,30.000,24.400,1,904994.479,141506.143
1970.508,30.000,24.492,1,905124.911,141540.417
1971.505,30.000,24.500,1,905260.825,141539.781
1972.497,30.000,24.500,1,905297.617,141580.087
1973.505,30.000,24.577,1,905770.012,141591.883
1974.489,30.000,24.600,1,905947.941,141632.293
1975.496,30.000,24.600,1,906288.209,141608.096
1976.504,30.000,24.676,1,906548.146,141660.628
1977.491,30.000,24.700,1,906712.114,141653.413
1978.496,30.000,24.700,1,906950.315,141665.640
1979.502,30.000,24.758,1,907450.348,141726.736
1980.508,30.000,24.800,1,907653.551,141765.057
1981.498,30.000,24.853,1,907777.402,141787.294
1982.488,30.000,24.900,1,908500.040,141667.486
1983.508,30.000,24.949,1,908679.727,141592.664
1984.497,30.000,25.000,1,908953.007,141808.183
1985.498,30.000,25.039,1,909319.289,141858.426
1986.505,30.000,25.100,1,909706.415,141725.758
1987.507,30.000,25.121,1,910293.274,141710.737
1988.506,30.000,25.200,1,910376.228,141918.827
1989.498,30.000,25.213,1,910946.572,141964.966
1990.514,30.000,25.300,1,911303.628,142015.318
1991.503,30.000,25.306,1,911667.904,142001.728
1992.501,30.000,25.400,1,912010.409,142054.008
1993.503,30.000,25.400,1,912288.123,141847.386
1994.496,30.000,25.497,1,912539.039,142040.167
1995.493,30.000,25.594,1,912736.198,142159.523
1996.498,30.000,25.600,1,913036.651,142178.993
1997.505,30.000,25.695,1,913056.187,142234.641
1998.498,30.000,25.781,1,913369.498,142097.507
1999.499,30.000,25.800,1,913461.371,142033.465
2000.493,30.000,25.870,1,913609.946,142127.798
2001.496,30.000,25.969,1,913785.557,142393.272
2002.501,30.000,26.000,1,913878.141,142462.187
2003.496,30.000,26.065,1,913933.856,142358.181
2004.510,30.000,26.100,1,913987.494,142238.300
2005.497,30.000,26.153,1,914082.533,142550.808
2006.508,30.000,26.247,1,914108.129,142629.371
2007.498,30.000,26.342,1,914148.029,142702.628
2008.497,30.000,26.400,1,914202.933,142681.673
2009.482,30.000,26.431,1,914235.225,142726.970
2010.498,30.000,26.525,1,914238.432,142662.208
2011.490,30.000,26.600,1,914253.681,142807.024
2012.494,30.000,26.616,1,914272.442,142784.021
2013.501,30.000,26.711,1,914292.169,142847.181
2014.493,30.000,26.800,1,914297.787,142863.603
2015.493,30.000,26.804,1,914318.746,142916.220
2016.488,30.000,26.901,1,914343.954,142952.955
2017.501,30.000,27.000,1,914361.398,142835.512
2018.496,30.000,27.000,1,914385.820,142836.216
2019.492,30.000,27.091,1,914408.214,142828.325
2020.499,30.000,27.187,1,914459.897,142828.056
2021.495,30.000,27.200,1,914502.815,142845.049
2022.510,30.000,27.286,1,914573.633,142884.755
2023.505,30.000,27.374,1,914611.624,143178.804
2024.504,30.000,27.400,1,914717.288,143227.794
2025.499,30.000,27.466,1,914837.271,143279.761
2026.509,30.000,27.570,1,915185.622,143312.993
2027.507,30.000,27.600,1,915170.004,143340.664
2028.498,30.000,27.656,1,915356.659,143377.967
2029.496,30.000,27.754,1,915677.164,143409.017
2030.500,30.000,27.848,1,916246.519,143282.246
2031.486,30.000,27.900,1,916775.909,143457.960
2032.500,30.000,27.936,1,916424.762,143513.934
2033.503,30.000,28.029,1,916810.828,143433.274
2034.500,30.000,28.100,1,917195.073,143561.726
2035.491,30.000,28.121,1,917188.560,143610.930
2036.512,30.000,28.200,1,917397.611,143624.049
2037.501,30.000,28.209,1,917431.087,143636.798
2038.501,30.000,28.300,1,917794.084,143641.785
2039.507,30.000,28.300,1,918182.464,143666.621
2040.500,30.000,28.309,1,918294.820,143722.700
2041.507,30.000,28.400,1,918630.389,143729.994
2042.489,30.000,28.400,1,918981.037,143733.054
2043.500,30.000,28.500,1,919207.810,143791.303
2044.486,30.000,28.500,1,919557.233,143835.251
2045.489,30.000,28.582,1,919942.084,143830.026
2046.503,30.000,28.600,1,920174.104,143756.638
2047.490,30.000,28.674,1,920471.084,143745.882
2048.501,30.000,28.700,1,920922.671,143882.364
2049.489,30.000,28.766,1,921460.825,143781.882
2050.498,30.000,28.800,1,921822.454,143970.328
2051.503,30.000,28.865,1,921898.354,144045.845
2052.500,30.000,28.900,1,922285.104,144137.647
2053.501,30.000,28.900,1,922588.437,144156.715
2054.502,30.000,28.948,1,922834.753,144139.151
2055.509,30.000,29.000,1,923136.032,144058.027
2056.494,30.000,29.043,1,923505.027,143851.279
2057.492,30.000,29.100,1,923691.724,144062.255
2058.501,30.000,29.134,1,923980.652,143965.742
2059.502,30.000,29.200,1,924232.096,144158.919
2060.498,30.000,29.228,1,924354.149,144190.640
2061.493,30.000,29.300,1,924685.717,144144.495
2062.508,30.000,29.312,1,924819.582,144311.165
2063.510,30.000,29.400,1,924963.503,144315.554
2064.493,30.000,29.400,1,925284.398,144339.897
2065.495,30.000,29.400,1,925397.631,144150.687
2066.502,30.000,29.498,1,925681.244,144228.347
2067.495,30.000,29.500,1,925869.135,144198.961
2068.492,30.000,29.587,1,925906.195,144331.680
2069.500,30.000,29.600,1,926094.135,144340.762
2070.515,30.000,29.679,1,926299.348,144391.763
2071.499,30.000,29.700,1,926461.325,144413.990
2072.504,30.000,29.773,1,926391.236,144446.126
2073.501,30.000,29.800,1,926539.423,144451.484
2074.497,30.000,29.800,1,926563.875,144370.793
2075.505,30.000,29.867,1,926699.888,144241.365
2076.493,30.000,29.900,1,926747.270,144475.002
2077.491,30.000,29.900,1,926746.486,144528.835
2078.491,30.000,29.949,1,926868.567,144651.294
2079.497,30.000,30.000,1,926933.504,144550.415
2080.495,30.000,30.036,1,926875.474,144542.057
2081.505,30.000,30.100,1,926960.686,144568.232
2082.500,30.000,30.100,1,927023.543,144601.557
2083.498,30.000,30.128,1,927099.548,144605.923
2084.495,30.000,30.200,1,927125.932,144622.627
2085.498,30.000,30.200,1,927168.006,144636.742
2086.494,30.000,30.200,1,927214.411,144635.366
2087.505,30.000,30.221,1,927235.913,144644.809
2088.508,30.000,30.300,1,927290.740,144642.557
2089.495,30.000,30.300,1,927306.611,144632.086
2090.492,30.000,30.310,1,927313.222,144694.650
2091.488,30.000,30.400,1,927322.209,144697.773
2092.488,30.000,30.400,1,927325.953,144691.163
2093.492,30.000,30.400,1,927342.765,144685.757
2094.502,30.000,30.400,1,927345.539,144708.960
2095.497,30.000,30.494,1,927364.563,144710.340
2096.138,30.000,30.500,1,927383.612,144667.099
2097.530,30.000,30.500,1,927383.333,144564.639
2098.504,30.000,30.500,1,927401.297,144704.841
2099.504,30.000,30.500,1,927426.148,144756.214
2100.491,30.000,30.500,1,927419.900,144748.487
2101.511,30.000,30.558,1,927438.624,144780.564
2102.497,30.000,30.600,1,927443.551,144726.209
2103.501,30.000,30.600,1,927435.134,144780.530
2104.503,30.000,30.600,1,927427.564,144788.985
2105.507,30.000,30.600,1,927443.500,144772.587
2106.500,30.000,30.600,1,927435.632,144804.519
2107.503,30.000,30.640,1,927442.761,144650.155
2108.512,30.000,30.700,1,927438.601,144777.702
2109.504,30.000,30.700,1,927461.714,144801.053
2110.498,30.000,30.700,1,927461.746,144672.947
2111.491,30.000,30.700,1,927465.293,144575.448
2112.491,30.000,30.700,1,927454.256,144754.981
2113.496,30.000,30.700,1,927458.145,144615.381
2114.500,30.000,30.700,1,927450.885,144538.583
2115.496,30.000,30.700,1,927448.645,144543.433
2116.508,30.000,30.700,1,927441.353,144805.373
2117.499,30.000,30.700,1,927431.298,144662.053
2118.492,30.000,30.700,1,927412.096,144772.586
2119.498,30.000,30.700,1,927420.514,144758.050
2120.502,30.000,30.700,1,927421.708,144745.037
2121.509,30.000,30.700,1,927422.828,144765.537
2122.510,30.000,30.700,1,927442.849,144786.385
2123.486,30.000,30.700,1,927430.589,144765.621
2124.506,30.000,30.700,1,927424.716,144758.172
2125.499,30.000,30.700,1,927417.268,144754.801
2126.498,30.000,30.700,1,927426.286,144756.193
2127.503,30.000,30.700,1,927417.374,144755.451
2128.512,30.000,30.700,1,927387.878,144583.064
2129.508,30.000,30.700,1,927324.187,144530.365
2130.504,30.000,30.636,1,927335.531,144492.076
2131.505,30.000,30.600,1,927323.945,144665.575
2132.499,30.000,30.600,1,927311.705,144396.827
2133.486,30.000,30.553,1,927251.057,144593.085
2134.503,30.000,30.500,1,927206.893,144617.597
2135.499,30.000,30.500,1,927213.507,144617.568
2136.498,30.000,30.461,1,927166.642,144624.910
2137.500,30.000,30.400,1,927081.454,144590.755
2138.507,30.000,30.400,1,927067.813,144586.059
2139.522,30.000,30.400,1,927037.630,144424.386
2140.510,30.000,30.379,1,927004.770,144279.557
2141.504,30.000,30.300,1,926921.116,144314.626
2142.498,30.000,30.300,1,926935.881,144342.518
2143.506,30.000,30.300,1,926969.321,144401.612
2144.506,30.000,30.300,1,926776.027,144356.196
2145.505,30.000,30.300,1,926720.248,144509.252
2146.490,30.000,30.200,1,926669.315,144473.089
2147.499,30.000,30.200,1,926605.647,144488.505
2148.504,30.000,30.200,1,926600.757,144489.587
2149.505,30.000,30.200,1,926510.899,144247.517
2150.503,30.000,30.200,1,926483.646,144368.123
2151.504,30.000,30.200,1,926417.059,144520.098
2152.498,30.000,30.200,1,926497.988,144535.856
2153.495,30.000,30.200,1,926345.680,144279.997
2154.492,30.000,30.135,1,926269.326,144388.441
2155.487,30.000,30.100,1,926171.180,144392.496
2156.498,30.000,30.100,1,926092.875,144401.540
2157.506,30.000,30.100,1,926011.181,144440.214
2158.494,30.000,30.100,1,925882.646,144386.864
2159.497,30.000,30.100,1,925941.506,144342.521
2160.502,30.000,30.100,1,926014.238,144161.098
2161.502,30.000,30.100,1,926087.009,144320.192
2162.499,30.000,30.100,1,925911.972,144316.945
2163.495,30.000,30.100,1,925900.902,144308.122
2164.502,30.000,30.100,1,925758.061,144304.184
2165.497,30.000,30.100,1,925564.373,144281.883
2166.506,30.000,30.070,1,925451.133,144311.481
2167.501,30.000,30.000,1,925574.634,144321.233
2168.493,30.000,30.000,1,925305.497,144207.491
2169.502,30.000,30.000,1,925311.257,144322.104
2170.514,30.000,30.000,1,925240.358,144297.032
2171.495,30.000,30.000,1,925290.061,144289.982
2172.509,30.000,30.000,1,925214.935,144220.212
2173.503,30.000,30.000,1,925271.855,144263.629
2174.493,30.000,30.000,1,925065.666,144237.091
2175.504,30.000,30.000,1,925155.263,144249.131
2176.499,30.000,30.000,1,925155.095,144185.356
2177.498,30.000,30.000,1,925233.604,144144.088
2178.505,30.000,30.000,1,925152.331,144152.151
2179.498,30.000,30.000,1,925040.422,144229.866
2180.499,30.000,30.000,1,925033.146,144264.689
2181.491,30.000,29.926,1,924999.796,143994.014
2182.503,30.000,29.900,1,924736.768,144151.142
2183.499,30.000,29.900,1,924554.209,144196.852
2184.493,30.000,29.900,1,924696.593,144206.850
2185.497,30.000,29.900,1,924669.017,144224.880
2186.497,30.000,29.900,1,924688.893,144227.273
2187.508,30.000,29.900,1,924546.278,144053.206
2188.507,30.000,29.900,1,924570.699,144204.721
2189.515,30.000,29.900,1,924493.063,144224.885
2190.502,30.000,29.900,1,924429.289,144071.924
2191.495,30.000,29.900,1,924295.031,144185.702
2192.492,30.000,29.900,1,924430.172,144162.211
2193.493,30.000,29.874,1,924371.634,144160.363
2194.504,30.000,29.800,1,924242.740,144166.262
2195.503,30.000,29.800,1,924237.614,144013.811
2196.502,30.000,29.800,1,924123.917,144195.300
2197.503,30.000,29.800,1,924150.178,144185.218
2198.516,30.000,29.800,1,923933.347,144153.745
2199.497,30.000,29.800,1,923972.665,143972.279
2200.497,30.000,29.800,1,923603.617,143864.741
2201.505,30.000,29.700,1,923431.210,143939.935
2202.493,30.000,29.700,1,923098.586,144131.458
2203.500,30.000,29.700,1,923111.859,144092.021
2204.515,30.000,29.613,1,922924.045,144058.552
2205.503,30.000,29.600,1,922896.008,144101.892
2206.508,30.000,29.600,1,922516.494,144120.235
2207.507,30.000,29.600,1,922479.199,144028.314
2208.509,30.000,29.540,1,922166.864,144062.690
2209.502,30.000,29.500,1,922132.448,144034.765
2210.499,30.000,29.500,1,922256.970,143997.994
2211.498,30.000,29.500,1,921969.685,143974.041
2212.499,30.000,29.452,1,921789.124,143970.988
2213.506,30.000,29.400,1,921770.939,143970.269
2214.496,30.000,29.400,1,921531.894,143916.545
2215.500,30.000,29.400,1,921564.782,143818.531
2216.505,30.000,29.400,1,921305.230,143967.568
2217.493,30.000,29.400,1,921385.215,143950.183
2218.494,30.000,29.400,1,921130.968,143940.841
2219.498,30.000,29.400,1,921133.764,143920.157
2220.513,30.000,29.400,1,920970.155,143954.246
2221.500,30.000,29.400,1,921093.577,143807.358
2222.499,30.000,29.380,1,920784.638,143852.063
2223.498,30.000,29.300,1,920933.078,143917.918
2224.497,30.000,29.300,1,920913.240,143895.730
2225.502,30.000,29.300,1,920782.247,143883.741
2226.488,30.000,29.300,1,920902.363,143840.682
2227.500,30.000,29.300,1,920833.140,143648.841
2228.491,30.000,29.300,1,920758.436,143673.893
2229.502,30.000,29.300,1,920805.301,143899.839
2230.491,30.000,29.300,1,920962.899,143918.508
2231.500,30.000,29.300,1,920707.562,143862.693
2232.508,30.000,29.300,1,920891.288,143873.776
2233.488,30.000,29.300,1,921183.652,143885.401
2234.498,30.000,29.300,1,920787.389,143880.354
2235.511,30.000,29.300,1,920621.865,143854.053
2236.501,30.000,29.300,1,920499.496,143776.830
2237.496,30.000,29.300,1,920261.702,143899.897
2238.498,30.000,29.300,1,920319.107,143880.959
2239.498,30.000,29.300,1,920446.704,143817.939
2240.501,30.000,29.300,1,920548.251,143629.900
2241.506,30.000,29.247,1,920887.669,143618.206
2242.516,30.000,29.200,1,921566.300,143598.790
2243.509,30.000,29.200,1,921635.026,143804.676
2244.503,30.000,29.200,1,921500.985,143658.410
2245.501,30.000,29.200,1,921588.853,143647.029
2246.495,30.000,29.200,1,921811.021,143913.760
2247.499,30.000,29.200,1,921824.500,143623.110
2248.496,30.000,29.200,1,921904.476,143702.743
2249.496,30.000,29.200,1,921844.878,143651.952
2250.500,30.000,29.200,1,921993.902,144006.724
2251.504,30.000,29.200,1,921786.057,143989.300
2252.512,30.000,29.200,1,921750.194,143728.986
2253.510,30.000,29.200,1,922685.191,143737.409
2254.503,30.000,29.200,1,922394.501,143938.743
2255.515,30.000,29.200,1,922072.507,143914.661
2256.502,30.000,29.200,1,921832.384,143902.222
2257.493,30.000,29.200,1,921949.852,143910.616
